codigo,barcode,nome,modelo,preco,unidade,fonte
1332301,7908125214841,CABO HDMI/HDMI 1M LE-6613,,5.4,UN,megamix
1309001,7908552006422,CABO HDMI/HDMI 20M KP-YP5003,,47.99,,megamix
402901,7898605606306,CABO HDMI/HDMI 20M LE-6612 C/MALHA,1.4,54.99,UN,megamix
1017001,7897715712228,CABO HDMI/HDMI 2M 4K KA-2HD-2M,,11.99,UN,megamix
310101,12333,CABO HDMI/HDMI 2M 4K MHD-4002,,8.99,UN,megamix
828701,7908227201800,CABO HDMI/HDMI 2M 4K MHD-4022,,8.99,,megamix
1050201,7908125208871,CABO HDMI/HDMI 2M 8K LE-6632-2M,,15.99,UN,megamix
597301,7898605608508,CABO HDMI/HDMI 3M 4K LE-6621,,12.99,UN,megamix
1231301,7908552006231,CABO HDMI/HDMI 3M 8K KP-YP5005,,19.99,UN,megamix
1067401,7908125208888,CABO HDMI/HDMI 3M 8K LE-6632-3M,,19.99,,megamix
1435501,7908125216524,CABO HDMI/HDMI 3M 8K LE-6636-3M,,19.99,UN,megamix
914401,7908125206501,CABO HDMI/HDMI 3M 90° LE-6625,,9.99,UN,megamix
1309301,7908552006323,CABO HDMI/HDMI 3M KP-YP5000,,8.99,UN,megamix
1247801,7908552006385,CABO HDMI/HDMI 3M KP-YP5003,,9.99,,megamix
106401,7898605601363,CABO HDMI/HDMI 3M LE-6612 C/MALHA,Vigência : 21/05/2026até 21/05/2026,8.5,UN,megamix
56201,7898605601394,CABO HDMI/HDMI 3M LE-6613,,8.99,UN,megamix
188101,7898605601424,CABO HDMI/HDMI 3M LE-6614 C/ MALHA,ACHAT,10.99,UN,megamix
1220701,5435627465270,CABO HDMI/HDMI 3M XC-HDMI-3,,13.99,,megamix
1017101,7897715712259,CABO HDMI/HDMI 5M 4K KA-2HD-5M,,18.99,UN,megamix
597401,7898605608515,CABO HDMI/HDMI 5M 4K LE-6621,,15.99,UN,megamix
1130101,7892021082003,CABO HDMI/HDMI 5M 4K MHD-4025,,13.99,UN,megamix
903601,7908227201886,CABO HDMI/HDMI 5M 4K MHD-4115,,19.99,,megamix
1231401,7908552006224,CABO HDMI/HDMI 5M 8K KP-YP5005,,27.99,UN,megamix
1382601,7908125208895,CABO HDMI/HDMI 5M 8K LE-6632-5M,,29.99,UN,megamix
1435601,7908125216531,CABO HDMI/HDMI 5M 8K LE-6636-5M,,28.99,UN,megamix
1420201,7908227230497,CABO HDMI/HDMI 5M 8K MHD-8105,,29.99,,megamix
914501,7908125206518,CABO HDMI/HDMI 5M 90° LE-6625,,13.99,UN,megamix
1247101,7908552006330,CABO HDMI/HDMI 5M KP-YP5000,,12.8,UN,megamix
1314801,7908552006392,CABO HDMI/HDMI 5M KP-YP5003,,13.5,UN,megamix
1231001,7908552006279,CABO HDMI/HDMI 5M KP-YP51000,,14.99,,megamix
134001,7899605601370,CABO HDMI/HDMI 5M LE-6612 C/MALHA 1.4,Vigência : 21/05/2026até 21/05/2026,13.99,UN,megamix
145501,7898605601400,CABO HDMI/HDMI 5M LE-6613,,12.8,UN,megamix
268852,6614,CABO HDMI/HDMI 5M LE-6614 C/MALHA,ACHAT.,14.99,UN,megamix
134101,7898605602483,CABO HDMI/HDMI C/MALHA 1.4,LE-6612-10M,21.99,,megamix
1435701,7908125216548,CABO HDTV PARA TIPO-C LE-6638-1.8M,,31.99,UN,megamix
108501,7898605600533,CABO IMPRESSORA 1.8M LE-902,,4.99,UN,megamix
913701,7908125206471,CABO IMPRESSORA 10M LE-902-10M,,14.99,UN,megamix
738601,7908552006620,CABO IMPRESSORA 3M KP-5001 KNUP,,5.99,,megamix
108601,7898605600540,CABO IMPRESSORA 3M LE-902,,6.99,UN,megamix
1370901,7898928693212,CABO IMPRESSORA 3M LOTUS MAX-0302M,,6.99,UN,megamix
1054701,7908125206464,CABO IMPRESSORA 5M LE-902,,8.99,UN,megamix
1280201,12365999,CABO IPHONE+AUXILIAR ESPIRAL,KD-2523A,11.99,,megamix
874401,8878900088082,CABO MINI DISPLAYPORT HDMI/VGA/DVI,AU-8808,29.99,UN,megamix
903201,8878917550381,CABO OPTICO 1.5M KAP-C038,,5.99,UN,megamix
76701,7908125201360,CABO OTG TIPO C LE-0153,,4.99,UN,megamix
1390001,7908552005968,CABO OTG TYPE-C KP-HM017,,4.99,,megamix
829901,6934189466880,CABO OTG TYPE-C S-K07 WIN-TY LE-854V,Vigência : 21/05/2026até 21/05/2026,3.99,UN,megamix
2969,7898880000486,CABO OTG V8 3011 KAP-OTG-V8,,2.5,UN,megamix
1206301,7908227201466,CABO P/ MICROFONE P10 XLR 5M MCB-015,,10.99,UN,megamix
1283001,7897702500227,CABO P10 (M)+P10 (M) 2M KA-M-2M,,6.5,,megamix
123501,7898605600823,CABO P10 (M)+P10 (M) 3M LE-5500,,7.99,UN,megamix
914001,7908125206549,CABO P10 +2RCA LE-1010 LE-10101V,,3.99,UN,megamix
216201,7898605600816,CABO P2 (M)+ P10 (M) LE-5513 1.8M,,4.99,UN,megamix
6201,7898605604777,CABO P2 (M)+ P10 (M) LE-5513 3M,,6.99,,megamix
932401,7908125205672,CABO P2 PARA IPH COM VOLUME LE-0160,,9.99,UN,megamix
1319101,7908417100111,CABO P2(F)+2P2 JACK (M) XC-ADP-21,,4.99,UN,megamix
208901,7898605600885,CABO P2+2RCA 1.5M LE-1008,,2.99,UN,megamix
27601,7898605603091,CABO P2+2RCA 1.5M LE-1008-1,,3.5,,megamix
929601,7908125206396,CABO P2+2RCA 3M LE-1008-3M,,3.99,UN,megamix
1160901,7908125206402,CABO P2+2RCA 5M LE-1008-5M,,5.99,UN,megamix
768101,LEY15,CABO P2+2RCA LEY-15,,2.99,UN,megamix
1842,7898605600564,CABO P2+P2 1.5M LE-804,,2.5,,megamix
97701,7898605602766,CABO P2+P2 1.5M LE-804B,Vigência : 21/05/2026até 21/05/2026,2.99,UN,megamix
754401,7897780000503,CABO P2+P2 1M MOLA KAP-P2-V22,,4.99,UN,megamix
753701,8563480000493,CABO P2+P2 1M MOLA KAP-UH035,,4.99,UN,megamix
1187201,7908125210584,CABO P2+P2 3M 90° LE-804C,,3.99,,megamix
169601,7898605602940,CABO P2+P2 3M LE-804,,3.8,UN,megamix
1067301,7908125204552,CABO P2+P2 5M LE-804 5 METROS,,5.5,UN,megamix
630501,7896647347958,CABO PARA X-360 HYS-MX3041,,9.99,UN,megamix
2436,7898605603121,CABO RCA/RCA 1.5M LE-1013,,4.5,,megamix
1137501,2010000001684,CABO SATA D-CIC01 GRASEP KP-5059,,2.99,UN,megamix
1369601,8878920216250,CABO SATA PARA HD 1.5M AL-C083,LE-841L,8.99,UN,megamix
1422601,7897702510226,CABO STARLINK MINI DC KA-2XL-2M,,17.99,UN,megamix
1422501,7897702509237,CABO STARLINK MINI USB-C KA-XL-3M,,25.99,,megamix
919601,7908125206211,CABO SWITCH HDMI 3X1 PORTAS LE-4129,,14.99,UN,megamix
1450401,7891234502049,CABO TYPE-C P/ STARLINK MINI 100W,CE-C1303C-3M,34.99,UNI,megamix
1264001,7908552005951,CABO TYPE-C PARA 2P2 FEMEA KP-HM016,,5.99,UN,megamix
1280101,6650590882674,CABO TYPE-C+AUXILIAR ESPIRAL,KD-2523C,11.99,,megamix
2435,7898605602308,CABO USB + P2 LE-1004,Vigência : 21/05/2026até 21/05/2026,3.3,UN,megamix
376701,7898615156105,CABO USB + V8 PARA PS4 XC-CAB4 1.8M,,7.99,UN,megamix
769301,7908417101071,CABO USB + V8 PARA PS4 XC-CAB6 3M,,9.99,UN,megamix
2674,7898605600557,CABO USB MACHO + USB MACHO LE-878,,3.99,,megamix
1893,7898605603152,CABO USB MACHO+V3 LE-801 2M,,3.6,UN,megamix
1435301,7908125216968,CABO USB PARA TIPO B P/ IMPRESSORA,3.0 LE-3106-2,16.99,UN,megamix
268677,7898605603619,CABO USB UNIVERSAL 10 EM 1 LE-9013P,8662,5.99,UN,megamix
268802,7898605602315,CABO USB+3.5 LE-1006,,1.99,,megamix
269871,7898990031530,CABO USB+V3 1.5M 8664,,3.8,UN,megamix
941801,7898897333706,CABO USB+V3 PARA PS3 KA-355,,5.99,UN,megamix
376801,7898615156112,CABO USB+V3 PARA PS3 XC-CAB3 1.8M,,7.99,UN,megamix
769401,7908417101088,CABO USB+V3 PARA PS3 XC-CAB5 3M,,9.99,,megamix
883801,7898897333690,CABO USB+V8 PARA PS4 1.50M KA-353,,5.5,UN,megamix
1453701,7908552007023,CABO VGA PARA HDMI KP-YP5028,,9.99,UN,megamix
145301,7898605600670,CABO VGA PARA HDMI LE-6619-3M,,11.99,UN,megamix
1457501,7908125217729,CABO VGA PARA HDMI LE-6639 1.8M,,16.99,,megamix
1262001,7894351031065,CABO VGA+3RCA 1.5M KAP-VGA-3RCA,VGM,8.99,UN,megamix
885001,745760073429,CABO VGA/VGA 1.5M LEY-215,,6.5,UN,megamix
1247901,7908552006439,CABO VGA/VGA 1.8M KP-YP5002,,8.99,UN,megamix
99201,32326666,CABO VGA/VGA 1.8M LE-12,,7.99,,megamix
254701,12-2,CABO VGA/VGA 1.8M LE-12-2,,8.99,UN,megamix
1312901,7908552006446,CABO VGA/VGA 3M KP-YP5002,,10.99,UN,megamix
825201,7892021063033,CABO VGA/VGA 3M MVG-1003,,10.99,UN,megamix
600001,7898615159427,CABO VGA/VGA 5M XC-VGA-5,,13.99,,megamix
266601,7898605604821,CABO VGA/VGA 5M LE-13C,,14.99,UN,megamix
1428501,7893302527381,CADEADO 30MM H2738,,9.99,UN,megamix
1428601,7893302527398,CADEADO 40MM H2739,,12.8,UN,megamix
1351601,7908782204599,CADEADO BICICLETA COM SENHA,BOM-2604,9.99,,megamix
1213501,7908782204346,CADEADO COM ALARME BOM-2603,,24.99,UNI,megamix
1335401,7908782211948,CADEADO COM ALARME PROLONGADO,BOM-2606,24.99,UN,megamix
1437901,7893302527374,CADEADO COM SENHA H2737,,19.99,UN,megamix
1438101,7908782219678,CADEADO MOTO COM SENHA BOM-2640,,33.8,,megamix
978501,7897757070003,CADEADO PARA BICICLETA KA-5707,Vigência : 21/05/2026até 21/05/2026,14.99,UN,megamix
1320501,7897706757108,CADEADO PARA BICICLETA KA-5710,,13.99,UN,megamix
1437101,7897706757115,CADEADO PARA BICICLETA KA-5712,,17.99,UN,megamix
1209801,7897700069115,CADEADO PARA BICICLETA KA-6911,,12.8,,megamix
1322701,7897723714993,CADEADO PARA NOTEBOOK C/ CHAVE,KA-1499,14.8,UN,megamix
766601,7892021485187,CAIXA DE SOM 5W KA-8518 YS7,,19.99,UN,megamix
1422201,7897744083016,CAIXA DE SOM BLUETOOTH 100W KA-8301,,139.99,UN,megamix
1463501,7897792584237,CAIXA DE SOM BLUETOOTH 100W KA-8423,D,119.99,,megamix
855001,7898899985088,CAIXA DE SOM BLUETOOTH 10W KA-8508,,34.99,UN,megamix
311401,311401,CAIXA DE SOM BLUETOOTH 10W D-BH1018,,31.99,UN,megamix
221201,7898594124652,CAIXA DE SOM BLUETOOTH 10W D-BH1019,,31.99,UN,megamix
873001,7908161402851,CAIXA DE SOM BLUETOOTH 10W D-Y03,,26.99,,megamix
1459101,7908161405210,CAIXA DE SOM BLUETOOTH 12W D-K002,,74.99,UN,megamix
1459201,7908161406880,CAIXA DE SOM BLUETOOTH 12W D-K004,,139.99,UN,megamix
1459001,7908161406088,CAIXA DE SOM BLUETOOTH 18W D-G300,,84.99,UN,megamix
880301,7908161403018,CAIXA DE SOM BLUETOOTH 20RMS D-3205,,117.99,,megamix
885601,7908161403124,CAIXA DE SOM BLUETOOTH 20W D-3207,Vigência : 21/05/2026até 21/05/2026,99.99,UN,megamix
1215301,7908161405180,CAIXA DE SOM BLUETOOTH 30W D-G228,,94.99,UN,megamix
1184701,7897722682965,CAIXA DE SOM BLUETOOTH 30W KA-8296,,89.99,UN,megamix
1341101,7897724784582,CAIXA DE SOM BLUETOOTH 30W KA-8458,,47.99,,megamix
1459301,7908161407023,CAIXA DE SOM BLUETOOTH 35W D-G860,,129.99,UN,megamix
1444301,7897725387799,CAIXA DE SOM BLUETOOTH 50W KA-8779 E,,39.99,UN,megamix
1463401,7897702589536,CAIXA DE SOM BLUETOOTH 50W KA-8953,,61.99,UNI,megamix
1437201,7897702589550,CAIXA DE SOM BLUETOOTH 50W KA-8955,,59.99,,megamix
987701,7908161403582,CAIXA DE SOM BLUETOOTH 5W D-Y05,,21.99,UN,megamix
1383201,7897702588782,CAIXA DE SOM BLUETOOTH 60W 2EM1,KA-8878,87.99,UN,megamix
1254801,7897724081964,CAIXA DE SOM BLUETOOTH 60W KA-8196,,129.99,UN,megamix
270070,7898594129084,CAIXA DE SOM BLUETOOTH 6W D- BH1051,,31.99,,megamix
270160,7898594129077,CAIXA DE SOM BLUETOOTH 6W D-BH1050,,29.99,UN,megamix
1312501,7908161406408,CAIXA DE SOM BLUETOOTH 8W D-S3165,,29.99,UN,megamix
1399701,7898823987171,CAIXA DE SOM BLUETOOTH AL-8717,,54.99,UN,megamix
1240401,7898824288529,CAIXA DE SOM BLUETOOTH AL-8852,,35.99,,megamix
1309701,7897724187277,CAIXA DE SOM BLUETOOTH COM 1,MICROF. KA-8727,44.99,UN,megamix
790801,7899718706716,CAIXA DE SOM BLUETOOTH CS-M31BTL,,29.99,UN,megamix
1452401,7899718710362,CAIXA DE SOM BLUETOOTH,CS-M33BT-SPORT,44.99,UN,megamix
887601,7899718706723,CAIXA DE SOM BLUETOOTH CS-M33BTL,LED NA BASE,44.99,,megamix
1398301,7908161407009,CAIXA DE SOM BLUETOOTH D-G570,,89.99,UN,megamix
1427601,7908161407719,CAIXA DE SOM BLUETOOTH D-Y27,,22.8,UN,megamix
1427701,7908161407726,CAIXA DE SOM BLUETOOTH D-Y28,,25.99,UN,megamix
1394601,7908161407740,CAIXA DE SOM BLUETOOTH D-Y30,,29.99,,megamix
1427801,7908161407757,CAIXA DE SOM BLUETOOTH D-Y31,,29.99,UN,megamix
1332101,7897724180766,CAIXA DE SOM BLUETOOTH KA-8076,,84.99,UN,megamix
1383301,7897724280879,CAIXA DE SOM BLUETOOTH KA-8087,,31.99,UN,megamix
1154501,7897703181937,CAIXA DE SOM BLUETOOTH KA-8193,,59.99,,megamix
1040601,7897723582301,CAIXA DE SOM BLUETOOTH KA-8230,,37.8,UN,megamix
1306301,7897724283580,CAIXA DE SOM BLUETOOTH KA-8358,,49.99,UNI,megamix
1391701,7897724984012,CAIXA DE SOM BLUETOOTH KA-8401,,239.99,UN,megamix
1307001,7897724184283,CAIXA DE SOM BLUETOOTH KA-8428,,99.99,,megamix
1375801,7897702584357,CAIXA DE SOM BLUETOOTH KA-8435,Vigência : 21/05/2026até 21/05/2026,61.99,UN,megamix
1458301,7897726485357,CAIXA DE SOM BLUETOOTH KA-8535 B,,16.99,UN,megamix
1455401,7897724985774,CAIXA DE SOM BLUETOOTH KA-8577,,39.99,UN,megamix
1437301,7897724285775,CAIXA DE SOM BLUETOOTH KA-8577 C,,29.99,,megamix
1168701,7897724587176,CAIXA DE SOM BLUETOOTH KA-8717,,109.99,UN,megamix
992201,7897724087782,CAIXA DE SOM BLUETOOTH KA-8778,,54.99,PC,megamix
1005701,7897723587634,CAIXA DE SOM BLUETOOTH KA-8787,,54.99,UN,megamix
1141101,7897723888830,CAIXA DE SOM BLUETOOTH KA-8883,,99.99,,megamix
1380301,7897723189616,CAIXA DE SOM BLUETOOTH KA-8961,,199.99,UN,megamix
1386301,7897724203366,CAIXA DE SOM CARRO WS-X3360,,44.99,UN,megamix
1071401,7897723881954,CAIXA DE SOM KARAOKE KA-8195,,49.99,UN,megamix
1116001,7897723187766,CAIXA DE SOM KARAOKE KA-8776 ASTRO,C/ RELOGIO,74.99,,megamix
1086101,7908552004688,CAIXA DE SOM MULTIMIDIA 16W KP-RO834,,84.99,UN,megamix
1394101,7897725075375,CAIXA DE SOM PARA PC 100W KA-537,,62.8,UN,megamix
1419301,7908552012300,CAIXA DE SOM PARA PC 10W KP-RO858,,26.99,UN,megamix
1394201,7897725075313,CAIXA DE SOM PARA PC 60W KA-531,,46.99,,megamix
1086401,7908552004329,CAIXA DE SOM PARA PC 6W KP-RO829,Vigência : 21/05/2026até 21/05/2026,31.99,UN,megamix
1419201,7908552012317,CAIXA DE SOM PARA PC 6W KP-RO859,,21.99,UN,megamix
1281901,7897724710185,CAIXA DE SOM PARA PC KA-1018,,14.99,UN,megamix
657501,7898652417207,CAIXA DE SOM PARA PC KP-6041,,49.99,,megamix
1176901,7908552005425,CAIXA DE SOM PARA PC MULTIMIDIA,KP-RO837,58.99,UN,megamix
1313,7898652414930,CAIXA DE SOM PC 10W KP-603,,17.99,UN,megamix
951901,7908552002752,CAIXA DE SOM PC 12W KP-RO823,,29.99,UN,megamix
1006501,7908552002738,CAIXA DE SOM PC 2.1 11W KP-RO827,,59.99,,megamix
136301,kp-7023,CAIXA DE SOM PC 2.1 12W KP-7023,,52.8,UN,megamix
1006601,7908552002745,CAIXA DE SOM PC 2.1 16W KP-RO828,,99.99,UN,megamix
952001,7908552002769,CAIXA DE SOM PC 5W KP-RO822,,29.99,UN,megamix
794,7898652414916,CAIXA DE SOM PC 6W KP-600,,14.8,,megamix
268846,7898594124799,CAIXA DE SOM PC 6W KP-609,,13.99,UN,megamix
737601,2010000023990,CAIXA DE SOM PC 6W KP-RO803,,47.99,UN,megamix
1398601,7908161407412,CAIXA DE SOM PC BLUETOOTH D-GP204,BT,78.99,UN,megamix
385001,2017103060181,CAIXA DE SOM PC BLUETOOTH/SD,KP-6018BH,57.99,,megamix
1445301,7893095625790,CAIXA DE SOM PC BM-S205,Vigência : 21/05/2026até 21/05/2026,13.99,UN,megamix
795301,7899718706495,CAIXA DE SOM PC GAMER 6W CS-C20,,27.99,UN,megamix
647101,7898652414923,CAIXA DE SOM PC KP-601,,17.99,UN,megamix
700101,7898652418259,CAIXA DE SOM PC MULTIMIDIA KP-RO800,,27.99,,megamix
1372301,7908161407382,CAIXA DE SOM PC RGB D-GP201,,34.99,UN,megamix
1372501,7908161407405,CAIXA DE SOM PC RGB D-GP203,,29.99,UN,megamix
1398501,7908161407504,CAIXA DE SOM PC SUBWOOFER 2.1,D-GP304,67.99,UN,megamix
440101,2018092869427,CAIXA DE SOM PC SUBWOOFER 2.1,KP-6022BH,114.99,,megamix
919301,7908552001656,CAIXA DE SOM PC SUBWOOFER 2.1,KP-RO821,64.99,UN,megamix
1398401,7908161407511,CAIXA DE SOM PC SUBWOOFER 2.1 RGB,D-GP305,89.99,UN,megamix
1372401,7908161407399,CAIXA DE SOM RGB D-GP202,,34.99,UN,megamix
1301101,7908552009423,CAIXA DE SOM SOUNDBAR BLUETOOTH,KP-RO854,69.99,,megamix
960801,7897723012662,CAIXA DE SOM WS-266 KOMBI KAPBOM,,64.99,UN,megamix
747001,7898803068876,CAIXA DE SOM WS-887 ALTOMEX,,14.99,UN,megamix
268568,2010000014134,CAIXA DIX*,,12.0,UN,megamix
1422401,7908417103662,CALCULADORA 12 DIG VISOR DUPLO,XC-CA-8101,19.99,,megamix
1432401,7901029803609,CALCULADORA 12 DIGITOS OIA-8314,Vigência : 21/05/2026até 21/05/2026,23.99,UN,megamix
1270501,7897748611703,CALCULADORA 12DIG KA-1170,,23.8,UN,megamix
1240801,7897748660688,CALCULADORA 12DIGITOS KA-6068,,16.99,UN,megamix
1353001,7897748663313,CALCULADORA 8 DIGITOS CORDAO,KA-6331,6.99,,megamix
1432301,7901029802428,CALCULADORA 8DIGITOS OIA-8309,,8.99,UN,megamix
1255601,2010000003701,CALCULADORA CIENTIFICA EC82MS-C,COLORIDA ECOODA,12.99,UN,megamix
1338101,7898766443017,CALCULADORA CIENTIFICA OIA-8300,,11.99,UN,megamix
1443601,7897760078614,CALCULADORA KA-7861,,12.99,,megamix
1322201,7897764589451,CAMAERA DE SEGURANÇA COM LED G4-5,H,74.99,UN,megamix
1432701,7897723504556,CAMAERA DE SEGURANÇA COM LENTE,DUPLA G4-5 D,54.99,UN,megamix
1453201,7901029807683,CAMERA COM IMPRESSORA TERMICA,OIA-8375,109.99,UN,megamix
1079901,7908125202985,CAMERA DE SEGURANCA 3 ANTENAS,SC-B3,84.99,,megamix
1328301,7908552008907,CAMERA DE SEGURANCA 4 LENTES,KP-CA243,234.99,UN,megamix
979601,7897723504051,CAMERA DE SEGURANCA IP G4-5,,51.99,UN,megamix
1274401,7908552000116,CAMERA DE SEGURANCA IP KP-CA186,,84.99,UN,megamix
1144501,7908552005043,CAMERA DE SEGURANCA IP KP-CA207,,139.99,,megamix
1316901,7908552005579,CAMERA DE SEGURANCA IP KP-CA214,Vigência : 21/05/2026até 21/05/2026,84.99,UN,megamix
1080001,7908125209069,CAMERA DE SEGURANCA IP SC-B22,,99.99,UN,megamix
1116901,7908125208239,CAMERA DE SEGURANCA LENTE DUPLA,SC-B21,154.99,UNI,megamix
1358801,7908125214124,CAMERA DE SEGURANCA SC-B47,,89.99,,megamix
1336101,7908125215046,CAMERA DE SEGURANCA SOLAR SC-B51,,226.99,UN,megamix
1461401,7908125214872,CAMERA DE SEGURANCA SOLAR SC-B52,,257.99,UNI,megamix
1364601,7908125215824,CAMERA DE SEGURANCA TRIPLA WI FI,SC-B61,199.99,UN,megamix
1411901,7908125216821,CAMERA DE SGURANCA IP 9MP SC-B67,,214.99,,megamix
1104101,7908227211274,CAMERA E FILMADORA 4K MT-1090,,229.99,UN,megamix
1374401,7908125203005,CAMERA HIBRIDA SC9209,,89.99,UN,megamix
1242701,7908552008389,CAMERA VEICULAR 4K KP-S139,,224.99,UN,megamix
730501,7898652411830,CAMERA VEICULAR RE KP-S108,,19.99,,megamix
1196401,7908125211697,CAMPAINHA SEM FIO 2 CONTROLES,SD-178A,24.99,UN,megamix
1196501,7908125211680,CAMPAINHA SEM FIO DUPLA SD-177A,,31.99,UN,megamix
342401,7898605607235,CAMPANHIA SD171A SD-171A,,18.99,UN,megamix
293001,7898605607259,CAMPANHIA SD173A SD-173A,,19.99,,megamix
1095201,7908782200782,CANETA DETECTORA DE TENSAO,BOM-6401,8.99,UN,megamix
1389601,7897731154347,CANETA IDENTIFICADOR DE NOTA FALSA,KA-6461,5.99,UN,megamix
1043601,7892023051625,CANETA TOUCH SCREEN RECARREGAVEL,MIP-007,26.99,UN,megamix
1088501,2010000031964,CAPA PARA NOTEBOOK 15.6 WINNER AZUL,,24.99,,megamix
716201,12669999,CAPA PARA NOTEBOOK 15.6 WINNER,PRETA,24.99,UN,megamix
728801,7908125204200,CAPA PROT.CELULAR A PROVA AGUA,LE-3701/ KA-Y27,4.99,UN,megamix
1382501,7897702511322,CAR PLAY 2IN1 KA-1132,,79.99,UN,megamix
1294101,6972520258008,CARREG. E BATERIA X-BOX-ONE S/X,X-SERIES TYX-0672S,99.99,,megamix
1459501,7897702595551,CARREG. POWERBANK 10000MAH 22.5W,KA-9555,71.99,UN,megamix
1231901,7908125213394,CARREG. POWERBANK 10000MAH,C/INDUCAO MAX-0556,59.99,UN,megamix
1227601,7897782695592,CARREG. POWERBANK 10000MAH,INDUCAO KA-9559,61.99,UNI,megamix
1413801,7897702509770,CARREG. POWERBANK 10000MAH,INDUCAO KA-977,59.99,,megamix
808601,7891758809518,CARREG. POWERBANK 10000MAH KA-951,KAPBOM,37.99,UN,megamix
882601,7897721646852,CARREG. POWERBANK 10000MAH KA-957,,44.8,UN,megamix
718501,6959072911117,CARREG. POWERBANK 10000MAH KD-951,KAIDI,51.99,UN,megamix
517401,7892018774591,CARREG. POWERBANK 10000MAH,MAX-0528,43.99,,megamix
937001,7908125206891,CARREG. POWERBANK 10000MAH,MAX-0531,41.99,UN,megamix
1097901,2010000032152,CARREG. POWERBANK 10000MAH,MAX-0533,43.8,UN,megamix
936901,7908125206884,CARREG. POWERBANK 10000MAH,MAX-0534,42.8,UN,megamix
1257401,7908125213752,CARREG. POWERBANK 10000MAH,MAX-0560,46.99,,megamix
1243601,7908125213769,CARREG. POWERBANK 10000MAH,MAX-0561,49.99,UN,megamix
1459801,7908611111104,CARREG. POWERBANK 10000MAH OR-PB11,,46.99,UNI,megamix
1384701,7897702596107,CARREG. POWERBANK 10000MAH SOLAR,KA-9610,44.99,UN,megamix
1120901,7897758859256,CARREG. POWERBANK 20000MAH 22.5W,KA-925 KAPBOM,84.99,,megamix
1227801,7897787039599,CARREG. POWERBANK 20000MAH KA-959,,64.99,UNI,megamix
993401,7908125208543,CARREG. POWERBANK 20000MAH,MAX-0537,74.99,UN,megamix
1459701,7908611111753,CARREG. POWERBANK 20000MAH OR-PB12,,61.99,UNI,megamix
1113201,7897725195950,CARREG. POWERBANK 2000MAH,KA-9595-TY KAPBOM,25.99,,megamix
1459601,7897702498968,CARREG. POWERBANK 30000MAH KA-9896,,109.99,UN,megamix
1374301,7908125214711,CARREG. POWERBANK 30000MAH SOLAR,MAX-0563,109.99,UN,megamix
1407701,7908125213141,CARREG. POWERBANK 50000MAH,MAX-0543,29.99,UN,megamix
794201,7897782409526,CARREG. POWERBANK 5000MAH KA-952,KAPBOM,26.99,,megamix
718601,6959072911131,CARREG. POWERBANK 5000MAH KD-952,KAIDI,39.99,UN,megamix
1190701,7908125213387,CARREG. POWERBANK 5000MAH MAX-0555,INDUCAO,39.99,UN,megamix
868401,7908125205993,CARREG. VEICULAR TYPE-C+USB 3.4A,LE-531,9.99,UN,megamix
868501,7908125206051,CARREG. VEICULAR TYPE-C+USB 3.4A,LE-532,9.99,,megamix
1717,w013,CARREG. VIDEO GAME X-360 KP-W013,SLIM,61.99,UN,megamix
210401,7898594123969,CARREG. VIDEO GAME X-360 KP-W017,SUPER SLIM,57.99,UN,megamix
1320301,7908611104366,CARREG.VEICULAR TYPE-C+USB IPHONE,OR-IC108/I C/CABO,14.99,UN,megamix
546701,7898652415432,CARREGADOR 12V 1.5A LB-564,,8.99,,megamix
516301,012365,CARREGADOR 5V/2A LE-0180,,8.99,UN,megamix
940701,7892021101919,CARREGADOR 5V/2A MTT-052,,8.99,UN,megamix
1126801,6998472571361,CARREGADOR CELULAR IPH (USB +,TYPE-C) KD-670A KAIDI,19.99,UN,megamix
760501,7908125204026,CARREGADOR CELULAR IPH LE-294CP,TYPE-C/IPH 20W,19.99,,megamix
1430701,7908125210607,CARREGADOR CELULAR IPH LE-297CP,TYPE-C/IPH 30W,19.99,UN,megamix
1022101,6998472581841,CARREGADOR CELULAR IPH TURBO,KD-550A,16.99,UN,megamix
1373701,7906231622758,CARREGADOR CELULAR IPH USB+PD,CA48-2,21.99,UN,megamix
1052701,6998473852407,CARREGADOR CELULAR IPH USB/USB-C,KD-106A,19.99,,megamix
1052601,6998473852421,CARREGADOR CELULAR TYPE-C USB,KD-106C,19.99,UN,megamix
1430901,7908125213868,CARREGADOR CELULAR TYPE-C 18W,LE-257C,16.99,UN,megamix
1396501,6998474853410,CARREGADOR CELULAR TYPE-C 20W,KD-662CC,18.99,UN,megamix
760401,7908125204019,CARREGADOR CELULAR TYPE-C 20W,LE-294CC,16.99,,megamix
1433801,6998474852635,CARREGADOR CELULAR TYPE-C 35W,KD-671C,34.99,UN,megamix
1357601,7894862480093,CARREGADOR CELULAR TYPE-C KN-108C,,16.99,UN,megamix
1072601,7908125204897,CARREGADOR CELULAR TYPE-C LE-230FC,,10.99,UN,megamix
1096701,7908125206716,CARREGADOR CELULAR TYPE-C LE-231FC,,10.99,,megamix
1145301,7908125206792,CARREGADOR CELULAR TYPE-C LE-233FC,,10.99,UN,megamix
982401,7908125205177,CARREGADOR CELULAR TYPE-C LE-242FC,,10.99,UN,megamix
1284101,7908125214384,CARREGADOR CELULAR TYPE-C LE-258FC,,11.99,UN,megamix
1083501,7908125210393,CARREGADOR CELULAR TYPE-C LE-291FC,,11.99,,megamix
